x,y1,y2,y3,y4
-16.3,32.194664,-32.186275,-16.139305,0.23491701
-16.2,31.744162,-32.208416,-16.36914,0.10328723
-16.1,31.290579,-32.393738,-15.604486,-0.14163977
-16.0,31.541817,-31.90914,-16.16006,-0.5188936
-15.9,31.377129,-31.849277,-15.54072,0.083608545
-15.8,31.465273,-31.789133,-15.530875,-0.0038458784
-15.7,30.581562,-31.266651,-16.140867,-0.3180933
-15.6,30.277567,-31.492805,-15.58734,-0.08732379
-15.5,30.291279,-31.408848,-15.601471,0.44567823
-15.4,30.506998,-31.34851,-15.176161,0.022070993
-15.3,30.038458,-30.641222,-15.519996,0.09844557
-15.2,30.419271,-30.306372,-15.377739,-0.06104431
-15.1,29.629843,-30.895721,-15.373958,0.39804256
-15.0,29.853884,-30.701433,-15.476767,0.51364607
-14.9,29.217709,-30.033648,-14.589854,0.24456862
-14.8,29.09884,-29.696539,-14.819253,0.48858148
-14.7,28.667645,-29.410593,-14.359352,-0.1469725
-14.6,28.79126,-29.465576,-14.203665,0.042427503
-14.5,28.435364,-29.353567,-14.059407,0.11133349
-14.4,28.961216,-28.957647,-14.142215,0.38398743
-14.3,28.921854,-29.341013,-14.107099,0.294356
-14.2,28.232948,-28.592756,-14.505439,-0.37056503
-14.1,28.210249,-29.126505,-14.419173,0.02287512
-14.0,28.152843,-28.66428,-14.1337805,-0.27583477
-13.9,27.976458,-27.830526,-14.347666,-0.048467655
-13.8,27.49858,-27.606556,-13.959812,-0.06256741
-13.7,27.319183,-27.805117,-13.305638,-0.6818926
-13.6,26.959885,-27.46691,-13.460358,-0.35765544
-13.5,27.010479,-27.046322,-13.545402,-0.050601155
-13.4,27.444553,-27.415642,-13.1895275,-0.6999692
-13.3,26.477736,-26.918652,-13.590001,0.22568727
-13.2,27.011068,-27.134518,-13.620864,-0.65312505
-13.1,26.715807,-26.272911,-13.044477,0.031488232
-13.0,26.56426,-26.450706,-12.866318,0.30753955
-12.9,25.957773,-26.156477,-12.878518,0.1487716
-12.8,25.722597,-25.995968,-12.422428,-0.492448
-12.7,25.730907,-25.139296,-13.033004,0.051321585
-12.6,25.571356,-25.608099,-12.2511425,0.3909315
-12.5,25.54436,-25.107195,-12.507834,-0.17399704
-12.4,25.1135,-24.686323,-12.226825,0.027632099
-12.3,25.348244,-24.475128,-11.995999,0.1656311
-12.2,24.936493,-24.30999,-12.45788,0.1577437
-12.1,25.083504,-23.531492,-12.261272,-0.0016530884
-12.0,24.11862,-23.903694,-11.718515,0.3499292
-11.9,24.248436,-23.587065,-11.686815,0.41648862
-11.8,24.016615,-23.546015,-11.714512,0.66258484
-11.7,23.320929,-22.805626,-12.198936,-0.02240543
-11.6,23.880903,-22.600348,-11.964934,-0.03453156
-11.5,23.497711,-22.521463,-11.5062065,0.5677128
-11.4,23.424501,-22.17204,-11.757312,-0.3188679
-11.3,22.485634,-21.810442,-11.082408,0.119056836
-11.2,22.158628,-21.716888,-11.555117,-0.34085307
-11.1,22.532522,-21.403929,-10.899252,0.21685402
-11.0,22.341274,-21.440613,-10.796314,0.22407265
-10.9,21.529554,-21.288595,-10.905359,-0.24584216
-10.8,21.09595,-21.535612,-10.97698,-0.57189953
-10.7,21.697912,-21.374477,-10.89252,-0.047246568
-10.6,20.96303,-20.33526,-10.124289,0.1746914
-10.5,21.038134,-20.26395,-10.852309,-0.31222168
-10.4,20.243206,-20.050976,-10.682611,-0.36040372
-10.3,20.255909,-20.585495,-9.98029,-0.18458326
-10.2,19.582912,-19.752676,-10.475182,-0.43359447
-10.1,19.370066,-19.482843,-9.706017,-0.080372296
-10.0,20.072577,-19.489513,-10.058358,0.24360992
-9.9,19.6761,-19.831825,-9.661298,-0.13811694
-9.8,19.284739,-19.574781,-9.431196,0.28410357
-9.7,19.058212,-18.926718,-9.263311,-0.39468098
-9.6,19.146034,-19.605854,-10.092775,-0.11615117
-9.5,18.636082,-18.725649,-9.194448,0.057054125
-9.4,18.330507,-18.767792,-9.26504,0.34872243
-9.3,18.04734,-19.009575,-9.648047,0.41504073
-9.2,17.831709,-18.887852,-9.356181,-0.2593116
-9.1,18.091381,-18.2001,-8.984978,0.22550505
-9.0,17.279009,-18.00246,-8.69369,0.24083145
-8.9,17.799309,-17.802477,-8.641598,0.7065497
-8.8,17.383955,-18.00152,-8.927293,-0.19034003
-8.7,16.597107,-17.40592,-8.726125,0.23579614
-8.6,16.546343,-17.703665,-8.885028,0.33037788
-8.5,17.167364,-17.752602,-8.30539,0.33593923
-8.4,16.093102,-16.918701,-8.525435,0.11099869
-8.3,16.103878,-16.877802,-8.572217,-0.0810489
-8.2,15.746574,-16.957348,-8.436194,0.07858246
-8.1,15.582306,-16.944826,-7.82068,0.036169287
-8.0,16.414562,-16.00641,-7.6288624,0.5662069
-7.9,16.137983,-15.991172,-8.225133,-0.2316124
-7.8,15.229189,-15.626455,-7.968554,0.44375187
-7.7,15.616413,-15.665973,-7.7632246,-0.18302464
-7.6,15.097614,-16.081308,-7.2120543,0.010636473
-7.5,15.170431,-15.791869,-7.5496445,-0.6327828
-7.4,14.878976,-15.018995,-7.328601,-0.1484294
-7.3,14.421107,-15.070971,-7.6536365,-0.1061275
-7.2,14.863264,-14.749033,-6.8203835,-0.20960827
-7.1,14.070099,-14.674672,-7.492106,-0.45676327
-7.0,14.589213,-14.497041,-7.154825,-0.06690998
-6.9,13.72398,-13.691697,-6.480628,0.26347908
-6.8,14.393147,-13.8938265,-6.9007196,-0.019564947
-6.7,13.849966,-13.1873455,-6.839167,-0.44084644
-6.6,14.021013,-13.8100815,-6.740013,-0.5409074
-6.5,13.683014,-13.57312,-6.343632,-0.13636306
-6.4,13.447332,-12.517593,-6.2333894,-0.16058826
-6.3,13.583929,-12.297417,-6.47137,-0.22272846
-6.2,12.84962,-12.0087805,-6.4169145,0.14366315
-6.1,12.38746,-11.696795,-5.98529,-0.33892706
-6.0,12.770117,-11.887695,-5.5694,0.6109282
-5.9,12.19691,-11.479572,-6.3188567,0.36211476
-5.8,11.574714,-11.649666,-5.5815163,0.40015438
-5.7,11.610783,-10.886972,-5.7935023,0.59391856
-5.6,11.190752,-11.336878,-5.8103137,0.13259691
-5.5,11.671036,-11.127859,-5.3072863,0.41284594
-5.4,11.4051485,-10.1569605,-5.3916306,0.09114355
-5.3,11.164489,-9.940487,-4.9274735,0.5767008
-5.2,10.486,-9.530538,-4.9070063,-0.043267846
-5.1,10.649805,-9.756274,-5.2677565,0.089222156
-5.0,10.522831,-9.092859,-4.8167667,0.2228631
-4.9,10.376054,-9.068665,-4.701068,0.1488276
-4.8,9.381154,-9.035655,-5.270897,0.12032644
-4.7,9.4822035,-9.037607,-4.420576,-0.12405812
-4.6,9.121017,-8.576267,-4.35842,-0.303996
-4.5,8.4033785,-8.350241,-4.7953453,0.017843474
-4.4,8.859767,-8.344224,-4.759984,0.18434401
-4.3,7.954933,-8.244953,-3.8611631,0.23242088
-4.2,8.573348,-7.755439,-4.392904,-0.009054876
-4.1,8.353645,-8.040879,-4.0032067,-0.20753747
-4.0,8.023236,-7.695794,-4.0911193,0.08292602
-3.9,7.614426,-7.2750063,-3.6341643,0.24788724
-3.8,7.589857,-7.496997,-4.222018,-0.53544486
-3.7,6.9436646,-6.8622985,-4.0255666,-0.072027445
-3.6,6.7658954,-7.168956,-3.423373,-0.39109442
-3.5,6.7666287,-6.8240495,-3.6156268,0.12181739
-3.4,5.898167,-6.720013,-3.2357028,-0.23261862
-3.3,6.280164,-6.118162,-3.3633964,-0.43865138
-3.2,5.76,-6.7660937,-3.2510889,0.18313624
-3.1,5.418435,-6.2593627,-3.4713101,0.22197495
-3.0,5.4701414,-5.8471675,-2.700972,0.36851138
-2.9,4.9652553,-5.434099,-3.2628646,-0.14994985
-2.8,5.526654,-6.1166887,-2.370068,0.6138541
-2.7,5.284998,-6.027501,-2.9662678,0.3741298
-2.6,4.7569823,-5.008618,-2.23787,0.08165933
-2.5,4.2834992,-5.014349,-2.1700747,0.29023385
-2.4,4.191226,-4.7433724,-2.6651213,0.58884114
-2.3,4.3178387,-5.33609,-1.8943019,-0.14863284
-2.2,3.8973043,-5.073695,-1.905655,-0.117682084
-2.1,3.844888,-5.061652,-1.6684194,0.05557271
-2.0,4.270921,-4.5097136,-1.6928682,-0.12205349
-1.9,3.6676173,-3.9402707,-2.2605774,0.25310782
-1.8,2.9909992,-4.1481814,-1.5290474,0.20970975
-1.7,3.8140242,-3.8295608,-1.8965964,0.5272478
-1.6,3.540481,-4.162029,-1.7526071,-0.35989845
-1.5,3.1611423,-3.7539537,-1.4539124,0.21239683
-1.4,2.979599,-3.5428197,-1.7365232,-0.33532947
-1.3,3.1970007,-3.0327983,-1.6049827,0.08484627
-1.2,2.156345,-3.0180886,-1.3117605,0.18843833
-1.1,2.4303253,-2.4498148,-1.5527314,-0.6991618
-1.0,2.5588133,-2.1596348,-0.74482834,-0.30854103
-0.9,2.42053,-1.9010882,-1.022919,0.042806637
-0.8,2.1837018,-1.9933729,-0.7980047,-0.18901123
-0.7,1.793958,-1.8276277,-0.8285642,-0.16037779
-0.6,1.2511269,-1.5066501,-0.63735723,-0.16356032
-0.5,1.4369066,-1.1802436,-0.30000493,-0.121132955
-0.4,1.2836223,-1.3788683,-0.30024347,-0.35375693
-0.3,0.95033836,-0.2582402,0.10269363,-0.44263187
-0.2,1.234149,-0.7612432,-0.66840786,-0.022807924
-0.1,0.5073339,0.030493725,-0.25723794,0.055808295
2.842171e-13,0.22835478,0.21343616,0.094462745,0.11051896
0.1,0.04005638,-0.0316997,-0.13121016,0.23494278
0.2,-0.116170295,0.16301854,-0.1792003,0.3609613
0.3,-0.14410558,0.2643344,0.42635018,0.5239853
0.4,-0.018686488,0.5643063,0.30977216,0.38640434
0.5,-0.4413795,0.9881663,0.4978193,0.0032146838
0.6,-0.6175586,1.8820449,1.0208352,-0.2601493
0.7,-1.0624563,1.2783111,0.9332018,0.7424894
0.8,-1.486655,1.8513117,0.9948174,0.5324051
0.9,-1.9529256,2.4965255,0.9558106,0.6358609
1.0,-2.0248842,2.6411245,1.005493,0.15492944
1.1,-2.1719763,2.261257,1.4936,0.45722613
1.2,-2.4825113,2.3822875,1.0333862,0.31480712
1.3,-2.4125566,3.3891265,0.96063524,0.2150705
1.4,-3.1176686,3.618113,1.668266,-0.3717605
1.5,-2.5229754,3.3590696,1.3678229,0.2531328
1.6,-3.166895,3.9646695,1.4126757,0.28655607
1.7,-3.4735343,4.22455,1.252217,-0.053655006
1.8,-3.4359052,4.5097895,2.1007876,-0.34622872
1.9,-3.677896,4.6498003,1.6032369,0.17252213
2.0,-4.315145,4.0863957,2.337437,-0.33067894
2.1,-4.2684345,4.591891,1.9551446,-0.49290818
2.2,-4.993769,5.235695,2.2626762,-0.32811776
2.3,-5.2790227,4.9983487,2.6416962,-0.7196921
2.4,-4.939616,5.4796505,2.648803,0.08897034
2.5,-5.545062,5.4514318,2.3285666,-0.13392949
2.6,-5.8593044,5.6921225,2.4648361,-0.05125017
2.7,-5.4164214,5.7853413,2.399775,0.17156993
2.8,-6.4128246,6.2258534,2.435753,0.106000185
2.9,-6.0589466,6.3037295,3.3199935,-0.51519614
3.0,-6.3061996,5.824478,3.0213351,0.34545246
3.1,-6.462713,6.409367,2.6278996,-0.45228106
3.2,-6.756211,6.6209755,2.9763892,-0.44130716
3.3,-7.535113,6.407362,3.5542495,-0.08334593
3.4,-6.979451,6.644011,3.0553632,0.0013619616
3.5,-7.1831183,7.1670203,3.695282,-0.19611232
3.6,-7.7492247,6.493291,3.2864027,-0.15205123
3.7,-8.166058,7.536417,3.5276256,0.5523989
3.8,-8.443102,7.02371,3.7552803,0.33335227
3.9,-8.515413,7.3003263,3.7917917,-0.17881162
4.0,-8.456335,7.442317,4.1470876,0.13106656
4.1,-8.67732,7.528406,3.9410326,0.591159
4.2,-8.995457,7.5609956,4.467154,0.4992898
4.3,-9.22787,8.090848,4.2240014,-0.27975464
4.4,-9.040454,8.777628,4.116486,-0.013107043
4.5,-9.453603,8.192489,4.1129637,0.5469513
4.6,-9.360153,8.840526,4.6773286,0.27461666
4.7,-8.952039,9.021653,5.047481,-0.46853915
4.8,-9.532464,8.620599,5.012731,-0.09327436
4.9,-9.513928,9.606006,4.88599,-0.061271466
5.0,-9.9565735,9.934185,4.595946,0.19906275
5.1,-10.1558275,10.112978,5.125594,-0.42274916
5.2,-9.805291,10.179682,5.6452546,-0.6963292
5.3,-10.727592,9.816332,5.6217585,0.05899392
5.4,-10.567238,9.958612,5.397447,-0.2292441
5.5,-10.688689,10.213659,5.381006,-0.61987656
5.6,-10.963025,11.187377,5.3071666,0.18401627
5.7,-10.581513,10.789379,6.0118165,-0.6379255
5.8,-11.139885,11.025359,6.1182313,0.28692943
5.9,-11.474959,11.739845,6.3487425,-0.5516853
6.0,-11.21031,12.161634,5.5327716,0.14175631
6.1,-11.406131,12.300687,5.8701773,-0.38636124
6.2,-12.191167,12.117546,6.452319,-0.19239196
6.3,-12.202671,12.24383,6.6738214,-0.24922097
6.4,-12.688099,13.125281,6.6161866,-0.19001625
6.5,-12.164364,13.605263,6.175998,0.019376835
6.6,-12.51346,13.088284,6.87129,0.05276207
6.7,-13.348775,14.002033,6.889008,0.31506562
6.8,-13.343458,13.8175335,6.58489,0.5997594
6.9,-13.09054,13.601915,7.2626185,0.40211886
7.0,-13.440375,14.3755665,6.8606334,0.5205858
7.1,-13.438077,14.890244,7.2253356,0.0901426
7.2,-14.088579,14.901099,6.9531007,0.23028904
7.3,-13.981621,15.268236,6.8386426,0.31081653
7.4,-14.816493,15.081034,6.9987493,0.2956616
7.5,-15.078565,15.49476,7.926474,0.120362505
7.6,-15.183642,15.39252,7.5713964,0.2911111
7.7,-15.010559,15.982945,8.072445,0.553409
7.8,-15.761508,15.633608,7.99477,-0.30711728
7.9,-15.499742,16.542248,8.078628,-0.4491541
8.0,-16.44094,16.228367,8.425793,0.14855391
8.1,-16.31458,16.75469,8.368008,0.19977486
8.2,-16.91506,17.342478,7.812209,0.17933775
8.3,-16.331766,17.182362,7.8358,-0.40672845
8.4,-16.742565,17.614395,8.697577,0.04541092
8.5,-17.527601,17.5743,8.645949,0.23374027
8.6,-17.189701,17.435818,8.227275,-0.44056815
8.7,-17.649586,17.357824,8.589682,0.14727634
8.8,-18.059519,17.399931,8.885794,-0.68456924
8.9,-18.275639,18.458288,8.521817,-0.3574315
9.0,-18.706236,18.137236,9.235469,-0.5341275
9.1,-18.741985,17.887392,9.441199,-0.086609
9.2,-18.48747,18.48476,9.627425,0.2953612
9.3,-19.533188,18.488611,9.733899,-0.14297304
9.4,-19.685434,19.105877,9.881403,0.26720044
9.5,-19.716051,18.470484,9.565915,0.12932031
9.6,-19.526997,18.704845,9.773804,0.020657962
9.7,-19.749565,19.675156,9.974682,0.12319272
9.8,-19.789303,18.95006,10.090749,0.6318674
9.9,-20.429346,19.314638,10.233524,0.45083612
10.0,-20.911,19.517511,9.827649,0.1767603
10.1,-20.869558,19.466124,10.108967,-0.010635532
10.2,-20.27364,20.536623,10.216859,-0.15099001
10.3,-21.240631,20.076725,9.859072,-0.13885684
10.4,-21.416916,20.51084,10.044789,0.38799486
10.5,-20.935947,20.486355,10.414769,0.30863875
10.6,-21.49581,20.424261,10.128947,-0.034960505
10.7,-21.416311,21.163866,10.758361,0.20620586
10.8,-21.974514,20.844213,11.097915,-0.3612501
10.9,-21.430248,20.830383,10.7432,0.41939595
11.0,-21.527626,21.472301,10.563113,0.144698
11.1,-21.940367,22.159431,11.227488,0.3527
11.2,-22.07723,21.922667,11.058918,0.11793793
11.3,-22.840202,21.921732,11.00758,-0.50128406
11.4,-22.218653,22.834936,11.410645,-0.63258076
11.5,-22.502756,22.55137,11.016854,0.089239635
11.6,-22.579548,23.245441,11.280111,-0.16724028
11.7,-23.059782,22.698883,11.4413,-0.7328322
11.8,-23.716648,23.52035,11.799036,-0.18357983
11.9,-23.075888,23.180208,12.281216,-0.05841413
12.0,-23.161896,23.343134,12.41625,-0.521474
12.1,-23.939613,23.876675,12.135284,0.06566237
12.2,-23.50948,24.155764,12.219786,0.31796703
12.3,-24.46831,23.992142,11.977918,-0.36666742
12.4,-24.172283,24.966301,12.5943775,-0.0995046
12.5,-24.588163,24.602243,12.602649,0.22165512
12.6,-24.380707,25.066849,12.500277,0.08078157
12.7,-24.640085,25.838152,12.775377,-0.002712101
12.8,-24.918377,25.457916,13.007975,0.33547515
12.9,-25.653263,26.339453,13.3239155,0.6295268
13.0,-25.475664,25.96974,12.557071,0.19596756
13.1,-25.731152,26.687407,12.819364,0.16886872
13.2,-26.445644,26.884226,13.391185,0.4074397
13.3,-25.773245,27.121273,13.403583,0.6342896
13.4,-26.662289,27.60885,13.611903,0.2733398
13.5,-26.31488,27.08055,13.560992,0.115751594
13.6,-26.730398,27.209805,13.286281,0.69450223
13.7,-26.951551,28.036856,13.9806385,0.038592655
13.8,-27.55994,28.209953,13.462333,-0.19533904
13.9,-27.542816,27.977867,13.92335,-0.33083144
14.0,-28.183325,28.380262,14.200884,0.52278435
14.1,-28.36217,28.53437,13.682309,0.2779828
14.2,-28.4435,29.078094,14.072357,-0.5184432
14.3,-29.103132,28.656578,14.719331,-0.012678009
14.4,-28.714611,29.317383,14.285191,0.14329328
14.5,-29.12833,29.522078,14.16365,-0.4427087
14.6,-29.50127,29.904686,14.447229,0.23565806
14.7,-29.967949,29.378967,14.435399,0.13890387
14.8,-29.477427,29.555119,14.37681,-0.0513638
14.9,-30.60605,30.266047,14.512153,-0.63605857
15.0,-30.711563,30.776638,14.933819,-0.017378539
15.1,-30.9896,30.417633,15.202181,-0.6444124
15.2,-30.589972,31.044744,15.434094,-0.61055374
15.3,-31.550097,30.773102,15.345737,0.046751384
15.4,-31.410114,30.84187,15.141523,0.24156104
15.5,-31.62523,31.402412,15.601245,0.38331792
15.6,-31.826422,30.781027,15.810299,-0.018533107
15.7,-31.871979,31.813738,15.7822485,-0.28359264
15.8,-32.446205,31.275963,16.134712,-0.14459434
15.9,-31.817003,31.397425,16.305632,-0.014994396
16.0,-32.16553,31.964392,15.7342005,0.30207548
16.1,-33.091797,32.366974,16.226398,-0.12817435
16.2,-32.75864,32.0974,16.197481,0.49302992
16.3,-33.3836,32.31094,16.018347,0.15027055
16.4,-32.85395,32.110725,16.11881,-0.009014632
16.5,-33.72488,32.89137,16.294443,-0.24890815
16.6,-33.040546,33.09206,16.670311,-0.044908676
16.7,-33.912212,33.232594,16.931856,0.00037641198
16.8,-34.196957,33.456802,16.938702,0.44506484
16.9,-34.078842,33.565544,16.711296,-0.05908312
17.0,-34.01081,33.17378,17.359114,0.39705846
17.1,-33.99435,33.54916,17.36245,0.5538013
17.2,-34.041656,34.388474,17.201963,-0.06311759
17.3,-35.074993,34.02881,17.072886,-0.32723275
17.4,-34.57045,34.09418,17.747175,0.12828024
17.5,-34.705803,34.167114,17.326437,-0.39023623
17.6,-35.224064,35.182316,17.412506,-0.2622665
17.7,-34.986755,35.302673,17.304325,-0.19256805
17.8,-35.098423,34.771816,17.899784,0.17388253
17.9,-35.50925,35.256084,18.128908,-0.42895004
18.0,-35.71753,35.24046,18.064842,-0.74451023
18.1,-36.30088,35.37216,17.777355,0.059285138
18.2,-35.70437,36.271637,17.928528,0.23664534
18.3,-35.823513,36.65842,17.841272,-0.046279155
18.4,-36.21928,36.858837,18.478706,-0.31306252
18.5,-36.863266,37.24209,18.450386,-0.1776833
18.6,-36.87142,36.92814,18.791895,0.27050427
18.7,-37.039223,37.12106,18.277134,-0.27523434
18.8,-37.016827,37.18756,19.109936,0.28533506
18.9,-37.16287,38.20642,18.838673,-0.0317404
19.0,-37.09927,38.15769,19.348995,-0.31859457
19.1,-37.730392,38.427036,18.601482,-0.055123094
19.2,-37.9205,38.863667,19.402145,-0.20462158
19.3,-38.234627,38.604515,19.643005,0.015280819
19.4,-38.26618,39.50271,19.512674,0.5121437
19.5,-38.254158,39.661987,19.536741,0.69515765
19.6,-39.106945,39.06788,19.840752,0.63842297
19.7,-38.926495,40.211475,19.516634,0.109105
19.8,-39.276672,40.03887,19.377943,0.18902482
19.9,-39.724934,40.558865,19.630678,0.5138243
